Share Names,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover in Lacs,Deliverable Qty,% Dly Qt to Traded Qty
Share26,28-Mar-17,197.95,201,201.35,197.45,198.4,198.15,199.23,670236,133534102.2,295082,44.03
Share26,29-Mar-17,198.15,198.5,200.5,195.65,196.65,197.3,198.46,1131490,224550672.8,497615,43.98
Share26,30-Mar-17,197.3,197,199.9,194,195.25,195.85,196.28,1966478,385973742.5,1130576,57.49
Share26,31-Mar-17,195.85,196.1,199.4,195.6,197,197.45,197.9,905385,179176567.9,424783,46.92
Share26,3-Apr-17,197.45,197.45,200.8,196.1,199.2,199.65,199.07,1070190,213041509.4,442882,41.38
Share26,5-Apr-17,199.65,200.55,201.65,198.5,198.5,199.5,200.34,1968609,394382913,1398827,71.06
Share26,6-Apr-17,199.5,199.5,201,195.55,197.5,197.9,198.44,1065442,211423975.6,361715,33.95
Share26,7-Apr-17,197.9,197.75,201.2,194.3,194.7,195.5,198.09,1342221,265880175,491195,36.6
Share26,10-Apr-17,195.5,195.6,198.25,195.1,197.5,195.95,196.33,1351936,265421284.3,797525,58.99
Share26,11-Apr-17,195.95,196.95,198.8,195.8,196.55,196.85,197.47,1391477,274779763.8,738254,53.06
Share26,12-Apr-17,196.85,196.5,198.4,189.45,197.35,197.7,195.39,1018992,199096009.1,337912,33.16
Share26,13-Apr-17,197.7,197,197.95,192.4,193.4,193.6,194.73,777997,151502084.5,322727,41.48
Share26,17-Apr-17,193.6,193,194.9,191.4,193,192.5,192.63,444175,85559395.55,115512,26.01
Share26,18-Apr-17,192.5,197.9,198,187,187.85,188.5,193.76,924311,179091555,296258,32.05
Share26,19-Apr-17,188.5,188,194.85,188,194.85,193.75,192.03,501084,96225432.1,154837,30.9
Share26,20-Apr-17,193.75,194,197.9,191.8,195,194.85,195.47,1066345,208439357.2,439872,41.25
Share26,21-Apr-17,194.85,195.15,196.9,191.4,193.1,192.65,193.95,621080,120455955,255155,41.08
Share26,24-Apr-17,192.65,192,195.95,192,192.7,193,194.26,589529,114520125.7,220168,37.35
Share26,25-Apr-17,193,192.9,195.45,192.85,194.8,194.35,194.57,887947,172764735.8,362464,40.82
Share26,26-Apr-17,194.35,194.5,196,190.9,196,194.6,194,1380433,267803797.2,734099,53.18
Share26,27-Apr-17,194.6,196,206.7,195.1,204.7,203.25,201.1,5558757,1117878958,2075375,37.34
Share26,28-Apr-17,203.25,203.95,209,203.65,206.4,205.15,205.97,1823171,375521676.5,749599,41.12
Share27,30-Apr-15,833.1,830.1,835.4,820.05,827.3,823.8,826.28,1960263,1619723903,1045306,53.32
Share27,4-May-15,823.8,828,849.5,827.2,841.3,841.7,841.5,868300,730673041.2,242234,27.9
Share27,5-May-15,841.7,839.85,845.95,831.6,835.6,836.55,840.22,672307,564883953.7,234319,34.85
Share27,6-May-15,836.55,837,839,799,800.25,802.95,813.96,985312,802007375.1,463561,47.05
Share27,7-May-15,802.95,796.7,800,786,789.4,795.2,793.3,1753181,1390801283,973453,55.52
Share27,8-May-15,795.2,803.05,815.7,800,809,810.45,809.85,1407570,1139924486,633225,44.99
Share27,11-May-15,810.45,816.4,823,806,818.9,819.65,816.5,1423467,1162258327,884071,62.11
Share27,12-May-15,819.65,822.9,822.9,794.2,801.1,800.25,799.85,1358401,1086513350,683939,50.35
Share27,13-May-15,800.25,805.1,819.4,795.15,817,817.2,811.04,1074443,871413458.5,382903,35.64
Share27,14-May-15,817.2,817.2,820,800.3,816,816.65,812.39,680132,552534362.5,257148,37.81
Share27,15-May-15,816.65,819.95,841.3,818,830.65,833.35,834.16,1234559,1029821399,446124,36.14
Share27,18-May-15,833.35,829.75,852.3,827.55,849.5,846.35,844.9,995778,841328133.6,463998,46.6
Share27,19-May-15,846.35,846,858.7,842.2,843.1,845.7,851,816702,695014645.2,347099,42.5
Share27,20-May-15,845.7,848.95,856,847.25,852,851.55,852.53,750251,639609612.5,372374,49.63
Share27,21-May-15,851.55,855.8,855.8,838.05,849.1,848.2,845.4,503688,425819484.6,136943,27.19
Share27,22-May-15,848.2,850.7,861.65,848.25,852,852.6,855.42,760999,650972596,308906,40.59
Share27,25-May-15,852.6,851.8,862.75,846.95,850.3,854.1,855.49,516256,441653769.9,218692,42.36
Share27,26-May-15,854.1,853,859.8,841.3,856.75,852.95,850.75,552759,470258727.5,249785,45.19
Share27,27-May-15,852.95,848.95,865,844.6,864.5,860.3,856.17,307557,263319626.6,90073,29.29
Share27,28-May-15,860.3,863.9,869.1,850.1,853,855.3,857.21,1570880,1346566434,1043858,66.45
Share27,29-May-15,855.3,854.9,880,853.15,873.15,873.95,871.7,739227,644386746.7,331226,44.81
Share27,1-Jun-15,873.95,870,885,870,881.6,882.95,880.06,641892,564901407.8,305392,47.58
Share27,2-Jun-15,882.95,883,884.05,842.5,844.85,847.15,859.74,885470,761276895.1,326231,36.84
Share27,3-Jun-15,847.15,845,850.9,834,848.65,842.6,840.82,505601,425119448,150039,29.68
Share27,4-Jun-15,842.6,847.8,852.75,837.25,848,846.65,845.4,454498,384230988.6,109693,24.13
Share27,5-Jun-15,846.65,840,847.8,830,830.25,834.45,837.13,979963,820353091.1,582868,59.48
Share27,8-Jun-15,834.45,828,828.4,809,812,811.7,815.51,1318893,1075569871,838527,63.58
Share27,9-Jun-15,811.7,807.8,818.4,790,809.8,809.2,812.39,1076855,874827268.8,524216,48.68
Share27,10-Jun-15,809.2,811,830.7,811,819,819.6,825.1,997303,822872631.9,488140,48.95
Share27,11-Jun-15,819.6,825,826,793,796,795.1,808.88,1251145,1012025182,552203,44.14
Share27,12-Jun-15,795.1,790,814,784,810.9,810.8,798.61,1006880,804103009.2,382415,37.98
Share27,15-Jun-15,810.8,810,810,792.45,793.35,794.55,799.49,626249,500678821.1,232877,37.19
Share27,16-Jun-15,794.55,795.05,825.25,787,823.75,821.55,807,854175,689321562.2,240028,28.1
Share27,17-Jun-15,821.55,827,828,811.5,819,818.2,819.32,1319469,1081068395,553299,41.93
Share27,18-Jun-15,818.2,820,831,812.95,827.1,825.55,824.73,721061,594683891.5,232196,32.2
Share27,19-Jun-15,825.55,826.5,837.3,823.75,833.75,834.7,831.8,497932,414177413.7,133757,26.86
Share27,22-Jun-15,834.7,833.8,865.5,832.95,838.5,839.25,849.57,1357595,1153371663,656324,48.34
Share27,23-Jun-15,839.25,842.7,847.5,829.2,833.6,833.6,840.61,1202887,1011160967,674701,56.09
Share27,24-Jun-15,833.6,834.25,854.5,834.25,842.2,844.5,846.51,905000,766091308.2,401974,44.42
Share27,25-Jun-15,844.5,844.5,885.45,841.75,868.4,867.15,862.22,1929219,1663417457,1103986,57.22
Share27,26-Jun-15,867.15,864.4,884.7,851,883,869.4,862.5,1457184,1256820514,370056,25.4
Share27,29-Jun-15,869.4,859.5,864,841.1,857.9,859.6,852.65,696937,594243975.7,146019,20.95
Share27,30-Jun-15,859.6,860.95,874.8,855,871.8,872.7,863.49,738228,637455928.1,223124,30.22
Share27,1-Jul-15,872.7,872.6,886,862,875.1,875.55,876.71,832607,729956280.7,250153,30.04
Share27,2-Jul-15,875.55,883.4,883.4,868,870.5,869.75,874.28,688412,601866448.6,240864,34.99
Share27,3-Jul-15,869.75,858,900.55,858,894.1,893.5,880.59,1092421,961978844.2,426140,39.01
Share27,6-Jul-15,893.5,883.8,901.25,877,897.45,899.3,889.1,940588,836277873.2,262816,27.94
Share27,7-Jul-15,899.3,896,912,895,895.1,898.95,904.14,698569,631605546.3,229013,32.78
Share27,8-Jul-15,898.95,881.95,896,873.9,889.1,892.4,887.15,719187,638025722.6,141540,19.68
Share27,9-Jul-15,892.4,891.85,897.4,875.25,896.95,893,885.12,1043039,923216687.8,306489,29.38
Share27,10-Jul-15,893,897.9,904,887,893.2,894.95,894.77,528685,473053639.6,171274,32.4
Share27,13-Jul-15,894.95,904.2,927.7,895.05,926.95,923.95,911.64,3460092,3154358775,609838,17.62
Share27,14-Jul-15,923.95,933,933.8,919.35,921,924.05,926.09,1362690,1261977844,421175,30.91
Share27,15-Jul-15,924.05,921.35,932,918,927.15,927.15,926.87,728864,675558979.6,204792,28.1
Share27,16-Jul-15,927.15,930,937.2,924,933,932.3,929.93,1581760,1470920506,927299,58.62
Share27,17-Jul-15,932.3,933.3,938.75,925.1,936.55,935.85,932.3,941362,877633628.1,429688,45.65
Share27,20-Jul-15,935.85,936,950,930.4,947.35,947.45,938.67,757943,711460117.8,321799,42.46
Share27,21-Jul-15,947.45,947,951.25,932.8,939.3,938.35,942.52,378818,357043439.3,101800,26.87
Share27,22-Jul-15,938.35,937.05,960,933,957.85,956.9,950.73,668776,635827215,257889,38.56
Share27,23-Jul-15,956.9,954.1,964.9,945,948.45,949.8,951.42,714586,679868328.8,195999,27.43
Share27,24-Jul-15,949.8,949,966.5,945.45,954.05,955.85,958.7,1061478,1017639028,406876,38.33
Share27,27-Jul-15,955.85,949.8,953,929.1,942.45,938.3,939.95,568643,534497441.1,196186,34.5
Share27,28-Jul-15,938.3,941.05,952.25,930.75,949,949.85,944.48,1002593,946926996.4,517332,51.6
Share27,29-Jul-15,949.85,949,959,944.55,950,953.6,953.54,900217,858390303.3,483382,53.7
Share27,30-Jul-15,953.6,959,982.65,956.4,974,973.7,969.26,1155545,1120024335,593205,51.34
Share27,31-Jul-15,973.7,975,989.3,970.15,975,977.7,979.27,994608,973992662.3,507249,51
Share27,3-Aug-15,977.7,978,986,966.6,970.05,973.85,977.03,826349,807371302,329577,39.88
Share27,4-Aug-15,973.85,973,973,940.05,952.45,952.3,954.6,1183219,1129497755,578093,48.86
Share27,5-Aug-15,952.3,958,962.5,948.6,951.2,952.65,955.15,496812,474528287.4,198758,40.01
Share27,6-Aug-15,952.65,952.7,958.3,946.35,950.55,951.6,952.52,516457,491933460.5,165872,32.12
Share27,7-Aug-15,951.6,949.9,959.6,942,945.55,946.95,948.84,452556,429405366.3,159394,35.22
Share27,10-Aug-15,946.95,946.5,958,936.65,944.3,944.4,949.01,547548,519629095.1,195466,35.7
Share27,11-Aug-15,944.4,945.1,952.95,939.55,951.1,950.7,945.99,535103,506202067.4,135303,25.29
Share27,12-Aug-15,950.7,946.9,953.75,906.25,908.5,914.45,935.42,458811,429178885.1,156085,34.02
Share27,13-Aug-15,914.45,911.85,933.8,910,928.3,925.3,923.31,590548,545256274.4,228928,38.77
Share27,14-Aug-15,925.3,935,963.5,928.25,958,959,952.27,935467,890813063.8,404503,43.24
Share27,17-Aug-15,959,959.95,964.7,944.6,950,951.75,954.25,595833,568574073.5,274022,45.99
Share27,18-Aug-15,951.75,954,971.5,950.3,964,968.2,961.73,594739,571975916.1,270843,45.54
Share27,19-Aug-15,968.2,965.75,969.9,954.15,956,957.45,960.72,593595,570277533.5,299145,50.4
Share27,20-Aug-15,957.45,948,961.5,918.05,930.25,932.1,938.32,591055,554601436.2,156642,26.5
Share27,21-Aug-15,932.1,915,924.95,893.3,907.8,905.25,906.4,1314813,1191747093,685844,52.16
Share27,24-Aug-15,905.25,880,880,850.1,866.95,865.6,865.38,1626974,1407951178,748008,45.98
Share27,25-Aug-15,865.6,875,884,865.6,880,878.05,877.36,1189117,1043281021,561494,47.22
Share27,26-Aug-15,878.05,876.9,876.9,848.45,856.5,853.5,859.92,1089934,937257764.3,525677,48.23
Share27,27-Aug-15,853.5,864,871,853.65,854.1,858.5,863.1,1888490,1629948289,1108637,58.7
Share27,28-Aug-15,858.5,870,881,830.25,846.2,847.65,859.88,1779090,1529796919,1100537,61.86
Share27,31-Aug-15,847.65,841,865,838,862.75,858.05,852.33,810239,690592877.8,252390,31.15
Share27,1-Sep-15,858.05,852.95,852.95,814.7,827.4,831.5,830.21,965840,801852332.7,470460,48.71
Share27,2-Sep-15,831.5,836,838.95,809.25,824.05,824.8,822.29,1244494,1023331740,461366,37.07
Share27,3-Sep-15,824.8,830,855,820,854.95,849.4,840.37,916326,770053973.9,420310,45.87
Share27,4-Sep-15,849.4,842.5,843.05,817,839.9,840.8,831.89,943412,784815794.9,375474,39.8
Share27,7-Sep-15,840.8,850,859.6,812.65,815.5,820.2,837.81,1228245,1029037289,580609,47.27
Share27,8-Sep-15,820.2,821.5,846.9,816.35,841,840.35,834.1,2536360,2115587607,1309116,51.61
Share27,9-Sep-15,840.35,853,870.7,841.1,855,857.95,856.99,2014128,1726089329,1257330,62.43
Share27,10-Sep-15,857.95,845.5,875,835.55,870,866.9,855.93,1364608,1168011426,805356,59.02
Share27,11-Sep-15,866.9,874.5,885.9,862.15,865.55,868.7,872.41,1412833,1232575810,811427,57.43
Share27,14-Sep-15,868.7,868,880,868,874.5,876.25,876.08,1144929,1003049697,653078,57.04
Share27,15-Sep-15,876.25,875.9,886.9,871.1,878.65,883.95,877.15,1937337,1699328565,1425016,73.56
Share27,16-Sep-15,883.95,886,907.5,884.75,892.4,899.1,897.09,1151193,1032718724,632271,54.92
Share27,18-Sep-15,899.1,905.3,930.5,905,921,918.65,918.99,2094161,1924522491,1456348,69.54
Share27,21-Sep-15,918.65,905,924.9,905,916,913.5,917.12,683274,626643070,339831,49.74
Share27,22-Sep-15,913.5,919,921,875.5,879.9,888.05,900.5,808319,727889334.4,350258,43.33
Share27,23-Sep-15,888.05,875,907.9,873,907,905.55,897.18,955777,857507801.7,448747,46.95
Share27,24-Sep-15,905.55,908,932.1,896.35,928.15,926.9,919.19,2909599,2674472671,1791914,61.59
Share27,28-Sep-15,926.9,927,937.6,916.15,917,920.9,925.53,1690643,1564736884,1255539,74.26
Share27,29-Sep-15,920.9,912.8,958,901.3,939.35,941.35,926.85,3261855,3023238915,2027568,62.16
Share27,30-Sep-15,941.35,956.85,958.1,939.55,940.9,942.45,945.8,2038714,1928206664,1260275,61.82
Share27,1-Oct-15,942.45,950,963.25,941.75,956.15,957.6,953.19,1251550,1192965340,742238,59.31
Share27,5-Oct-15,957.6,966,969.9,952.45,957.95,959.7,959.24,1399766,1342714896,829525,59.26
Share27,6-Oct-15,959.7,964,964,946.75,950.5,952.2,951.86,1149797,1094446874,673397,58.57
Share27,7-Oct-15,952.2,952.75,954.65,941.2,950,948.35,947.29,1390453,1317156933,861607,61.97
Share27,8-Oct-15,948.35,951,953.6,936.2,945.15,944.8,942.88,1367019,1288933834,839210,61.39
Share27,9-Oct-15,944.8,954.8,957.2,934.25,937.5,940.05,947.4,3827106,3625818801,687041,17.95
Share27,12-Oct-15,940.05,944,958,940,945.5,944.6,948.14,1028185,974865819.5,375898,36.56
Share27,13-Oct-15,944.6,948,949.65,936.5,947,945.95,943.24,819594,773071444.7,422147,51.51
Share27,14-Oct-15,945.95,947,962,945.95,949.9,949.9,951.72,1071537,1019801880,622207,58.07
Share27,15-Oct-15,949.9,953.9,966,952.1,961,957.8,959.27,1103270,1058329847,589943,53.47
Share27,16-Oct-15,957.8,958,966,950.05,964.45,962.7,957.15,744451,712554211,432648,58.12
Share27,19-Oct-15,962.7,964.5,973.35,959.1,961.15,962.05,966.83,811801,784874886.4,487927,60.1
Share27,20-Oct-15,962.05,960.5,970.1,953.1,957.55,956.7,962.27,702126,675637037.6,355209,50.59
Share27,21-Oct-15,956.7,958,967.75,951.9,955,957.45,960.22,737124,707804698.8,386029,52.37
Share27,23-Oct-15,957.45,963,966.25,957.15,960.9,959.8,960.75,329508,316576355.7,150230,45.59
Share27,26-Oct-15,959.8,964,964.9,956,957.9,957.95,959.18,774154,742550927.1,556514,71.89
Share27,27-Oct-15,957.95,955.2,959.65,951,957,954,954.16,529820,505532431.7,339516,64.08
Share27,28-Oct-15,954,949,963.5,918.95,923.5,924.2,939.4,1653036,1552867415,1101706,66.65
Share27,29-Oct-15,924.2,920.05,923.8,908.5,912,914.5,915.69,1155093,1057712010,490240,42.44
Share27,30-Oct-15,914.5,914,922.25,902.35,910,911.9,914.5,905083,827695499.8,530277,58.59
Share27,2-Nov-15,911.9,911.9,916.85,904.2,912.5,913.65,909.81,777036,706958345.1,473204,60.9
Share27,3-Nov-15,913.65,914.95,921,908.5,908.5,911.85,913.6,1077484,984386531.8,785721,72.92
Share27,4-Nov-15,911.85,915.35,919.4,909.25,909.25,913.7,915.18,539364,493616138.5,334750,62.06
Share27,5-Nov-15,913.7,911,912.8,901.25,911,907.45,906.48,1329817,1205452490,903574,67.95
Share27,6-Nov-15,907.45,911,924,908.6,921,920.95,915.88,1027490,941062532.1,674625,65.66
Share27,9-Nov-15,920.95,903,925.6,900,920,923.4,911.93,1281696,1168813353,868005,67.72
Share27,10-Nov-15,923.4,914,917.9,891,892,893.75,903.92,1005017,908458766.4,604698,60.17
Share27,11-Nov-15,893.75,900,914,895.1,898,896.95,898.77,120500,108301973.2,51277,42.55
Share27,13-Nov-15,896.95,888.9,895.75,880,892.25,892.25,888.11,780686,693334432.4,448947,57.51
Share27,16-Nov-15,892.25,889.4,917.55,889.4,912,912.4,910.91,641386,584242586.2,320148,49.92
Share27,17-Nov-15,912.4,915.3,916.35,901,903,906.25,906.58,370477,335867446,168311,45.43
Share27,18-Nov-15,906.25,905,913,897.4,898.85,901.05,904.92,720317,651828174.2,416013,57.75
Share27,19-Nov-15,901.05,909,917.35,900.65,911.15,914.15,912.28,654116,596736252.9,383553,58.64
Share27,20-Nov-15,914.15,914.15,931.5,910,920,921.85,923.54,1277692,1180001027,864875,67.69
Share27,23-Nov-15,921.85,923,929.95,918.05,920,919.7,922.57,561734,518240594.4,332501,59.19
Share27,24-Nov-15,919.7,918.75,928,912.05,917.55,919.55,917.88,758435,696149309.5,405219,53.43
Share27,26-Nov-15,919.55,922.9,924.1,913.5,915,915.55,918.26,1010152,927584869.8,806927,79.88
Share27,27-Nov-15,915.55,921,926.5,910.6,924.65,923.35,919.22,1152436,1059338690,651944,56.57
Share27,30-Nov-15,923.35,925.4,939,922.3,938.95,935.25,934.09,1180438,1102640824,782071,66.25
Share27,1-Dec-15,935.25,940,945,933.5,943.45,942.65,941.28,856641,806337042.4,486134,56.75
Share27,2-Dec-15,942.65,944.5,945,935.2,943.9,942.6,939.73,795995,748019034.6,612532,76.95
Share27,3-Dec-15,942.6,939.65,949.5,933,945,946.7,942.92,766241,722507489.4,506519,66.1
Share27,4-Dec-15,946.7,940.1,944.95,934.85,943,942.95,942.09,1331500,1254389820,1034333,77.68
Share27,7-Dec-15,942.95,943,954.4,941,952.9,952.75,950.44,884329,840499734.9,634949,71.8
Share27,8-Dec-15,952.75,948.9,957.35,941.5,943.8,944.2,949.91,768665,730160720.2,457543,59.52
Share27,9-Dec-15,944.2,943,949,924.3,924.3,927.85,933.04,620237,578707927.2,289222,46.63
Share27,10-Dec-15,927.85,928.1,932.45,919.45,928.2,930.1,926.47,978676,906709845,468008,47.82
Share27,11-Dec-15,930.1,928,937.6,907.1,916.25,916.15,920.05,1189304,1094218238,658764,55.39
Share27,14-Dec-15,916.15,911.7,922,903.75,914,914.35,913.87,1665452,1522011868,1091271,65.52
Share27,15-Dec-15,914.35,915,923.9,906.2,914.55,918.15,910.83,1122718,1022606572,670950,59.76
Share27,16-Dec-15,918.15,921.3,941.4,919.05,932.6,932.75,933.43,822684,767921955.9,514947,62.59
Share27,17-Dec-15,932.75,938,951.8,929.4,948.5,949.05,939.03,799986,751208576.2,427093,53.39
Share27,18-Dec-15,949.05,945.7,948.5,929.8,934.7,935.05,938.51,1605306,1506591250,1218783,75.92
Share27,21-Dec-15,935.05,936,952.75,933.85,947.95,950.65,946.11,497381,470578806.2,269881,54.26
Share27,22-Dec-15,950.65,950,950,930.3,933,934.7,940.53,491307,462087830,242022,49.26
Share27,23-Dec-15,934.7,936.15,944.6,936.15,940.95,939.65,940.73,460487,433192384.2,295714,64.22
Share27,24-Dec-15,939.65,943.3,949.45,933.8,948,945.4,940.94,528850,497617715.2,371864,70.32
Share27,28-Dec-15,945.4,946.5,959.5,944.5,956.35,957.6,953.66,918653,876083165.7,674168,73.39
Share27,29-Dec-15,957.6,955,962,952,959.1,958.75,958.08,748840,717447358.6,530364,70.82
Share27,30-Dec-15,958.75,962,969.9,960,969.9,968.55,966.46,647879,626147735,445447,68.75
Share27,31-Dec-15,968.55,969,971.95,963.25,964,968.95,969.27,1943876,1884148564,1545841,79.52
Share27,1-Jan-16,968.95,968,972.3,961.35,964.75,963.85,965.9,500233,483176087.6,312110,62.39
Share27,4-Jan-16,963.85,961.8,961.85,931.95,935.5,934.2,941.9,1210344,1140022281,840587,69.45
Share27,5-Jan-16,934.2,940.8,946.35,932.2,936.35,935.25,936.77,780609,731248614.3,428235,54.86
Share27,6-Jan-16,935.25,936.15,951.8,926.5,942.75,943.95,941.65,1030625,970491761.5,577922,56.07
Share27,7-Jan-16,943.95,934.1,937.05,920.75,930.4,925.5,927.32,1976106,1832489829,1462820,74.03
Share27,8-Jan-16,925.5,934.55,948.7,932,945.1,947.05,942.26,744102,701140336.9,430355,57.84
Share27,11-Jan-16,947.05,939.95,942.2,928,937.8,936.75,935.55,1193326,1116418663,733836,61.5
Share27,12-Jan-16,936.75,940,941.8,905.1,908,913.25,919.56,4267340,3924076646,1249980,29.29
Share27,13-Jan-16,913.25,913.85,944.75,913.8,936.1,936.4,934.3,3876447,3621761582,1976903,51
Share27,14-Jan-16,936.4,921,929.9,913,918,917,920.08,1625707,1495781237,899206,55.31
Share27,15-Jan-16,917,919.8,932.1,915.6,919,921.55,924.98,1139012,1053567863,625009,54.87
Share27,18-Jan-16,921.55,916.55,929.95,893.95,897.05,899.1,910.5,1123421,1022870891,494857,44.05
Share27,19-Jan-16,899.1,897.25,905.5,888,895,896.45,897.37,1086798,975255206.2,510580,46.98
Share27,20-Jan-16,896.45,884.45,960,866.8,869.55,873.65,873.92,1179428,1030729992,686809,58.23
Share27,21-Jan-16,873.65,880,896.25,868.3,876,873.4,879.71,1192113,1048710210,587854,49.31
Share27,22-Jan-16,873.4,887.9,905.4,880.8,895.25,898,897.73,1018517,914350517.3,496978,48.79
Share27,25-Jan-16,898,905,910.9,899.6,902.4,907.2,905.73,666497,603669191.8,345433,51.83
Share27,27-Jan-16,907.2,907.85,918,880.05,907,908.25,907.21,1054242,956414504.6,566962,53.78
Share27,28-Jan-16,908.25,907,917.7,900,905.1,907.15,911.01,1679264,1529830929,1066272,63.5
Share27,29-Jan-16,907.15,906.5,935,900,932.2,928.8,919.4,1369077,1258725155,694335,50.72
Share27,1-Feb-16,928.8,928.75,939.6,924,925,927.1,929.75,916513,852131966.6,557614,60.84
Share27,2-Feb-16,927.1,927,932,903.8,905,908.25,921.4,688338,634232443.7,340165,49.42
Share27,3-Feb-16,908.25,895,915.2,891,904,905.65,905.53,773012,699984494,323279,41.82
Share27,4-Feb-16,905.65,912,918.25,903.55,913.3,913.2,911.03,812359,740081044.9,453297,55.8
Share27,5-Feb-16,913.2,913.95,917.4,909,910.4,911.85,913.49,1654488,1511358519,1090662,65.92
Share27,8-Feb-16,911.85,910.6,910.65,878.55,880.9,882.95,895.71,1754784,1571783128,1204760,68.66
Share27,9-Feb-16,882.95,873,878.5,859.45,870,868.35,867.64,2083698,1807902455,1415111,67.91
Share27,10-Feb-16,868.35,866,867,827.75,832.3,835.1,845.14,2329955,1969135582,1559971,66.95
Share27,11-Feb-16,835.1,830,833.2,799,814.6,811.15,813.36,5158251,4195509090,3206370,62.16
Share27,12-Feb-16,811.15,815,831.85,800,812.35,811.95,811.73,3788481,3075206612,2413316,63.7
Share27,15-Feb-16,811.95,825,832,817.25,827,823.7,825.25,2167942,1789086324,1490535,68.75
Share27,16-Feb-16,823.7,831.95,838.95,819.5,826.9,834.8,831.39,2242516,1864409996,1418973,63.28
Share27,17-Feb-16,834.8,830,835.4,813.4,832.05,831.55,825.25,1141968,942407977.5,619048,54.21
Share27,18-Feb-16,831.55,837.3,850.35,833.6,847,847.7,843.58,1064050,897606857.7,507094,47.66
Share27,19-Feb-16,847.7,843.1,848.7,835.1,840.75,841.5,841.83,1035996,872130346.7,671190,64.79
Share27,22-Feb-16,841.5,845,855.45,840.2,846,844.6,848.01,613082,519896912.5,333356,54.37
Share27,23-Feb-16,844.6,842,845.55,830.75,841.9,839.65,837.57,1908481,1598484286,1332609,69.83
Share27,24-Feb-16,839.65,835.65,838,818.9,821,821.9,826.43,1034245,854733676.9,457779,44.26
Share27,25-Feb-16,821.9,822,823.95,804.75,808.2,807.75,810.82,1480299,1200253022,818937,55.32
Share27,26-Feb-16,807.75,815,822.5,813.2,816.5,816.35,816.49,1045114,853324485.3,736818,70.5
Share27,29-Feb-16,816.35,817.5,839.45,802,836.1,830,814.49,3045853,2480808162,1853426,60.85
Share27,1-Mar-16,830,837,867.6,834,858.35,860.8,857.13,1330369,1140296802,821588,61.76
Share27,2-Mar-16,860.8,874.9,896.5,871,886.5,882.6,888.16,2349698,2086914855,1701320,72.41
Share27,3-Mar-16,882.6,885,898.1,884.25,897.95,895.75,892.05,1973901,1760821833,1428970,72.39
Share27,4-Mar-16,895.75,898.8,921.3,880.95,920,915.9,902.64,1327247,1198026186,726938,54.77
Share27,8-Mar-16,915.9,916,927.55,904,921,921.05,918.83,1879422,1726860123,1345768,71.61
Share27,9-Mar-16,921.05,913,937.45,912.25,933,934.45,928.88,1631962,1515895408,1090312,66.81
Share27,10-Mar-16,934.45,934,935.25,919,927.6,927.25,929.64,1128913,1049488197,675414,59.83
Share27,11-Mar-16,927.25,921.05,933.15,918.05,923.5,926.7,926.03,1436095,1329874202,859607,59.86
Share27,14-Mar-16,926.7,929,932,918.1,919.7,921.1,923.48,1238350,1143586178,730639,59
Share27,15-Mar-16,921.1,921.9,931.95,916.8,917.7,918.4,923.68,1027959,949509935.5,663242,64.52
Share27,16-Mar-16,918.4,921.8,927,909.3,917.9,915.65,916.4,1558572,1428281206,1129722,72.48
Share27,17-Mar-16,915.65,926.5,928,901.35,904.8,912.55,916.02,2374275,2174889333,1703852,71.76
Share27,18-Mar-16,912.55,911.55,934.75,903.25,930,929,922,1678210,1547310160,1019696,60.76
Share27,21-Mar-16,929,930,936.5,922.8,931.65,932.2,930.88,1120071,1042647778,731143,65.28
Share27,22-Mar-16,932.2,932.4,937,922.7,929.5,928,928.32,1462833,1357976456,1111666,75.99
Share27,23-Mar-16,928,929,934.5,925,926.8,928.05,930.14,1426779,1327109487,1118687,78.41
Share27,28-Mar-16,928.05,927,939,911.65,921,914.8,917.17,4743485,4350583180,4235502,89.29
Share27,29-Mar-16,914.8,917.9,930.5,912.8,930,928.05,926.07,1120607,1037762324,735532,65.64
Share27,30-Mar-16,928.05,939,948.8,935.5,946,946.7,941.62,1817471,1711373857,1233583,67.87
Share27,31-Mar-16,946.7,946.2,970,936.6,966.35,967.6,963.13,2973760,2864108416,2193455,73.76
Share27,1-Apr-16,967.6,966.65,969,950.75,961,961.3,961.21,933728,897507868.8,526848,56.42
Share27,4-Apr-16,961.3,961.3,970,956,960,961.3,963.42,1501960,1447022731,1174499,78.2
Share27,5-Apr-16,961.3,959.8,964,946.4,947.2,951.3,955.68,1278350,1221692669,761952,59.6
Share27,6-Apr-16,951.3,951.2,959.1,947.05,956.5,955.4,954.62,1055612,1007704805,745656,70.64
Share27,7-Apr-16,955.4,955,958.95,937.5,938.95,939.6,947.87,865013,819921190.7,520738,60.2
Share27,8-Apr-16,939.6,940,946.8,935,937.75,937,940.51,1035958,974326917.6,804531,77.66
Share27,11-Apr-16,937,939,962,936.5,958.6,960.8,951.08,921823,876723074.9,528090,57.29
Share27,12-Apr-16,960.8,961,970.8,957.55,966.4,968.95,965.62,1045525,1009578207,684894,65.51
Share27,13-Apr-16,968.95,975,994.45,974,985.5,986.4,980.62,2933470,2876604975,2053256,69.99
Share27,18-Apr-16,986.4,986.4,993.65,977.2,984.45,988.3,986.54,1475787,1455921291,999107,67.7
